ALAND10	AWATER10	CD12_DEM	CD12_REP	CD_2000	CD_BD	CD_FV	CD_NOW	COUNTYFP10	COUNTY_NAM	CTYFP_FUL	FUNCSTAT10	GEOID10	INTPTLAT10	INTPTLON10	LSAD10	MTFCC10	NAME10	NAMELSAD10	POPULATION	POP_ASIAN	POP_BLACK	POP_HAWAII	POP_HISPAN	POP_INDIAN	POP_MULTI	POP_OTHER	POP_TOTAL	POP_WHITE	PRES04_DEM	PRES04_REP	PRES08_DEM	PRES08_REP	PRES12_D50	PRES12_DEM	PRES12_R50	PRES12_REP	SLDL_BD	SLDL_NOW	SLDU_BD	SLDU_NOW	STATEFP10	VAP_ASIAN	VAP_BLACK	VAP_HAWAII	VAP_HISPAN	VAP_INDIAN	VAP_MULTI	VAP_OTHER	VAP_TOT	VAP_TOTAL	VAP_WHITE	VTDI10	VTDNAME	VTDST10
106456	990877996	387.49513153915933	109.5412156032658	10	2	1	10	7	Dukes County	25007	S	25007ZZZZZZ	41.3211795	-70.8009033	0	G5240	Voting Districts not defined	Voting Districts not defined	832.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	365.55669791351676	130.92615663743575	398.1624433020865	122.8753553069247	386.26176766051935	401.4330813426066	146.23000068636495	140.4864832174176	32	63	9	22	25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	672.342546114303	0.0	0.0	P	Voting Districts not defined	ZZZZZZ
13810631	103248	144.8449349863925	40.946295736316905	10	2	1	10	7	Dukes County	25007	N	250072464	41.338632	-70.8069887	0	G5240	Aquinnah Precinct 1	Aquinnah Precinct 1	311.0	13.0	53.0	0.0	196.0	1110.0	408.0	65.0	4119.0	2274.0	270.0	22.0	280.0	26.0	242.4761933543213	252.0	39.55355631959431	38.0	32	63	9	22	25	0.0	53.0	0.0	143.0	864.0	189.0	65.0	251.32035077109163	3302.0	1988.0	A	Aquinnah Precinct 1	2464
49317547	2216785	26.547142425158754	7.504626549742969	10	2	1	10	7	Dukes County	25007	N	250072465	41.3489315	-70.7269625	0	G5240	Chilmark Precinct 1	Chilmark Precinct 1	57.0	26.0	195.0	0.0	91.0	26.0	117.0	13.0	11258.0	10790.0	583.0	156.0	597.0	125.0	566.7399916099018	589.0	132.19214875232834	127.0	32	63	9	22	25	26.0	130.0	0.0	91.0	13.0	78.0	13.0	46.06192924100393	9230.0	8879.0	A	Chilmark Precinct 1	2465
69324205	6196766	1894.1618990021168	535.4616873299062	10	2	1	10	7	Dukes County	25007	N	250072466	41.380098	-70.5486655	0	G5240	Edgartown Precinct 1	Edgartown Precinct 1	4067.0	247.0	1105.0	13.0	1287.0	221.0	1339.0	2509.0	52871.0	46150.0	1539.0	793.0	1692.0	719.0	1636.7143051416688	1701.0	860.8102914816972	827.0	121	63	9	22	25	182.0	871.0	13.0	871.0	169.0	845.0	1976.0	3286.559056546719	42432.0	37505.0	A	Edgartown Precinct 1	2466
34153241	819036	24.218445721197458	6.846325975204112	10	2	1	10	7	Dukes County	25007	N	250072467	41.4663583	-70.7990812	0	G5240	Gosnold Precinct 1	Gosnold Precinct 1	52.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	975.0	936.0	41.0	34.0	52.0	26.0	47.1481487077847	49.0	37.4717901975104	36.0	32	63	9	22	25	0.0	0.0	0.0	0.0	0.0	39.0	0.0	42.02140913214394	832.0	793.0	A	Gosnold Precinct 1	2467
18927106	358829	2108.401995766556	596.0253401874811	10	2	1	10	7	Dukes County	25007	N	250072468	41.4368083	-70.5834483	0	G5240	Oak Bluffs Precinct 1	Oak Bluffs Precinct 1	4527.0	676.0	2717.0	13.0	1430.0	533.0	2730.0	2171.0	58851.0	48581.0	1770.0	698.0	1931.0	706.0	1894.5858123597566	1969.0	828.5429165893966	796.0	32	63	9	22	25	481.0	2431.0	13.0	962.0	403.0	1625.0	1677.0	3658.2869065618384	47580.0	39988.0	A	Oak Bluffs Precinct 1	2468
16928600	125630	1839.2046567886302	519.9257937707893	10	2	1	10	7	Dukes County	25007	N	250072469	41.4538932	-70.6199862	0	G5240	Tisbury Precinct 1	Tisbury Precinct 1	3949.0	390.0	1833.0	13.0	1534.0	208.0	1560.0	2457.0	51337.0	43342.0	1669.0	566.0	1830.0	541.0	1775.2721299155667	1845.0	619.3254213199635	595.0	32	63	9	22	25	299.0	1443.0	13.0	962.0	195.0	754.0	1937.0	3191.202781977623	41873.0	36270.0	A	Tisbury Precinct 1	2469
64835808	3481648	1276.1257937707892	360.7487148472936	10	2	1	10	7	Dukes County	25007	N	250072470	41.4002519	-70.6569337	0	G5240	West Tisbury Precinct 1	West Tisbury Precinct 1	2740.0	247.0	299.0	13.0	455.0	221.0	663.0	208.0	35620.0	33514.0	1393.0	333.0	1531.0	299.0	1513.5517942315373	1573.0	388.2493817686494	373.0	32	63	9	22	25	156.0	195.0	13.0	273.0	169.0	364.0	195.0	2214.205019655277	28509.0	27144.0	A	West Tisbury Precinct 1	2470
707980	0	1004.514435695538	552.1416797496156	9	8	1	9	23	Plymouth County	25023	N	250233664	42.0780275	-71.0234832	0	G5240	Brockton Ward 2 Precinct C	Brockton Ward 2 Precinct C	3328.0	702.0	16146.0	78.0	6591.0	91.0	3718.0	8294.0	43264.0	7644.0	504.452337	76.11797636	585.0	73.0	610.316175114366	634.2877377	68.61130797399868	65.91644205	112	179	8	48	25	507.0	10725.0	52.0	4108.0	65.0	2028.0	5694.0	2524.6103544216326	29029.0	5850.0	A	Brockton Ward 2 Precinct C	3664
737818	0	963.4645669291339	529.578197644463	9	8	1	9	23	Plymouth County	25023	N	250233665	42.0752667	-71.0318061	0	G5240	Brockton Ward 2 Precinct D	Brockton Ward 2 Precinct D	3192.0	1053.0	12012.0	26.0	4303.0	104.0	3081.0	3653.0	41496.0	17264.0	701.9217134	339.9241136	814.0	326.0	849.2262675328591	882.58157	306.4011835280259	294.3665768	143	179	24	48	25	871.0	8359.0	13.0	2652.0	91.0	1859.0	2444.0	2421.44118128421	30940.0	14651.0	A	Brockton Ward 2 Precinct D	3665
776919	0	903.7007874015748	496.7284222266674	9	8	1	9	23	Plymouth County	25023	N	250233666	42.060374	-71.0200087	0	G5240	Brockton Ward 3 Precinct A	Brockton Ward 3 Precinct A	2994.0	806.0	13052.0	0.0	4199.0	78.0	2639.0	5174.0	38922.0	12974.0	626.9005966	249.2081692	727.0	239.0	758.461297946356	788.2515988	224.63154250152039	215.8086253	143	179	24	48	25	611.0	9152.0	0.0	2730.0	52.0	1417.0	3705.0	2271.2390027459037	28626.0	10959.0	A	Brockton Ward 3 Precinct A	3666
600957	0	1005.7217847769028	552.8053115762377	9	8	1	9	23	Plymouth County	25023	N	250233667	42.0684658	-71.0243317	0	G5240	Brockton Ward 3 Precinct B	Brockton Ward 3 Precinct B	3332.0	715.0	15899.0	78.0	5187.0	78.0	3666.0	6422.0	43316.0	11271.0	724.3418172	174.1329048	840.0	167.0	876.3514308520312	910.7721361	156.9601154486913	150.7951482	143	179	24	48	25	403.0	10478.0	78.0	3276.0	39.0	2236.0	4472.0	2527.644741866851	30173.0	9191.0	A	Brockton Ward 3 Precinct B	3667
5373237	1076816	1017.49343832021	559.2757218858036	10	2	1	10	23	Plymouth County	25023	N	250233744	42.0658895	-70.8224251	0	G5240	Pembroke Precinct 2	Pembroke Precinct 2	3371.0	429.0	221.0	13.0	546.0	91.0	195.0	143.0	43823.0	42185.0	862.4263699	807.3939914	868.0	888.0	819.285583619572	851.4648973	1007.4121930059912	967.8437768	40	176	34	46	25	273.0	156.0	13.0	325.0	52.0	65.0	104.0	2557.2300194577297	32422.0	31434.0	A	Pembroke Precinct 2	3744
6843091	1015467	1017.7952755905512	559.4416298424591	10	2	1	10	23	Plymouth County	25023	N	250233745	42.0384558	-70.8289843	0	G5240	Pembroke Precinct 3	Pembroke Precinct 3	3372.0	195.0	351.0	13.0	429.0	117.0	481.0	143.0	43836.0	42107.0	908.1309932	801.9386266	914.0	882.0	862.7039439883761	896.588613	1000.6053538415532	961.3042918	40	176	34	46	25	130.0	169.0	13.0	260.0	78.0	221.0	91.0	2557.988616319034	33319.0	32357.0	A	Pembroke Precinct 3	3745
14707553	1889038	1152.716535433071	633.6024864674825	10	2	1	10	23	Plymouth County	25023	N	250233746	42.0411324	-70.7949438	0	G5240	Pembroke Precinct 4	Pembroke Precinct 4	3819.0	273.0	455.0	0.0	442.0	13.0	481.0	117.0	49647.0	47866.0	967.7457192	863.7660944	974.0	950.0	919.3365880648239	955.4456336	1077.7495308997322	1035.418455	40	176	34	46	25	143.0	338.0	0.0	182.0	13.0	260.0	65.0	2897.08141332218	35542.0	34541.0	A	Pembroke Precinct 4	3746
18098269	0	1009.6456692913385	554.9621150127597	10	2	1	10	23	Plymouth County	25023	N	250233747	42.0928949	-70.8053329	0	G5240	Pembroke Precinct 5	Pembroke Precinct 5	3345.0	741.0	221.0	0.0	494.0	26.0	442.0	39.0	43485.0	41522.0	837.5869007	811.0309013	843.0	892.0	795.6886485716819	826.9411387	1011.9500858169791	972.2034335	34	176	34	46	25	507.0	169.0	0.0	260.0	26.0	247.0	39.0	2537.5065010638104	31655.0	30407.0	A	Pembroke Precinct 5	3747
5883479	50998	1095.6692913385828	602.2458826595868	10	2	1	10	23	Plymouth County	25023	N	250233748	41.9763782	-70.6846081	0	G5240	Plymouth Precinct 1	Plymouth Precinct 1	3630.0	533.0	1768.0	39.0	1157.0	247.0	1742.0	1859.0	47190.0	39845.0	826.8137022	529.4786513	884.0	585.0	853.5608754025259	887.0864295	664.9003977767137	638.7849151	124	182	27	46	25	416.0	1105.0	39.0	806.0	221.0	1196.0	1521.0	2753.706606535615	37843.0	32539.0	A	Plymouth Precinct 1	3748
1792992	0	1032.283464566929	567.4052117619246	9	8	1	9	23	Plymouth County	25023	N	250233668	42.0617179	-71.0316838	0	G5240	Brockton Ward 3 Precinct C	Brockton Ward 3 Precinct C	3420.0	1456.0	7787.0	13.0	3458.0	26.0	1287.0	1859.0	44460.0	28574.0	818.3337911	699.6597553	949.0	671.0	990.0684614865551	1028.955663	630.6601048184948	605.8894879	143	179	24	48	25	1053.0	5317.0	0.0	2106.0	26.0	767.0	1248.0	2594.4012656616537	34398.0	23881.0	A	Brockton Ward 3 Precinct C	3668
5258123	14953	994.2519685039371	546.5008092233275	9	8	1	9	23	Plymouth County	25023	N	250233669	42.0603207	-71.0548892	0	G5240	Brockton Ward 3 Precinct D	Brockton Ward 3 Precinct D	3294.0	1677.0	6201.0	0.0	2457.0	104.0	1378.0	1118.0	42822.0	29887.0	799.362934	671.5065312	927.0	644.0	967.1164001498721	1005.102107	605.283319686695	581.509434	127	179	24	48	25	1326.0	4485.0	0.0	1612.0	91.0	741.0	884.0	2498.818061137277	34515.0	25376.0	A	Brockton Ward 3 Precinct D	3669
777995	4020	1047.979002624672	576.0324255080125	9	8	1	9	23	Plymouth County	25023	N	250233670	42.0726243	-71.0162831	0	G5240	Brockton Ward 4 Precinct A	Brockton Ward 4 Precinct A	3472.0	507.0	14768.0	0.0	5941.0	130.0	4524.0	10790.0	45136.0	8476.0	524.2855058	114.6983205	608.0	110.0	634.3115119226162	659.2255462	103.38690242158282	99.32614555	143	179	8	48	25	390.0	9737.0	0.0	3991.0	117.0	3016.0	7436.0	2633.8483024494917	31772.0	7085.0	A	Brockton Ward 4 Precinct A	3670
11264821	1261630	1150.3018372703411	632.2752228142383	10	2	1	10	23	Plymouth County	25023	N	250233757	41.9244781	-70.6864902	0	G5240	Plymouth Precinct 10	Plymouth Precinct 10	3811.0	169.0	3523.0	0.0	2119.0	273.0	286.0	715.0	49543.0	42458.0	684.6466403	584.6892458	732.0	646.0	706.794752015778	734.5557312	734.23189227225	705.3932567	124	171	38	46	25	130.0	3419.0	0.0	1950.0	273.0	195.0	637.0	2891.012638431743	41626.0	35022.0	A	Plymouth Precinct 10	3757
9661569	438181	1066.6929133858268	586.3187188206555	10	2	1	10	23	Plymouth County	25023	N	250233758	41.928013	-70.7231583	0	G5240	Plymouth Precinct 11	Plymouth Precinct 11	3534.0	403.0	377.0	0.0	585.0	52.0	312.0	247.0	45942.0	43966.0	1047.546772	948.5361139	1120.0	1048.0	1081.4345928696116	1123.910408	1191.1378065623549	1144.353147	124	182	38	46	25	286.0	273.0	0.0	312.0	39.0	195.0	169.0	2680.8813078503754	35763.0	34489.0	A	Plymouth Precinct 11	3758
54387025	4387219	1124.9475065616798	618.3389544551735	10	2	1	10	23	Plymouth County	25023	N	250233759	41.8479918	-70.6322157	0	G5240	Plymouth Precinct 12	Plymouth Precinct 12	3727.0	286.0	533.0	52.0	546.0	130.0	624.0	169.0	48451.0	46111.0	924.0859025	913.2375371	988.0	1009.0	953.9798019657504	991.4495389	1146.8111133841799	1101.767486	74	171	9	46	25	195.0	390.0	26.0	403.0	91.0	260.0	78.0	2827.290502082159	35282.0	33839.0	A	Plymouth Precinct 12	3759
10404609	342542	1268.3202099737532	697.1452338665518	10	2	1	10	23	Plymouth County	25023	N	250233760	41.9427998	-70.7179999	0	G5240	Plymouth Precinct 13	Plymouth Precinct 13	4202.0	689.0	1690.0	13.0	1391.0	247.0	663.0	130.0	54626.0	49803.0	1024.164032	889.7051526	1095.0	983.0	1057.2954287093141	1098.823123	1117.2599842517689	1073.377045	124	182	38	46	25	494.0	988.0	13.0	715.0	143.0	494.0	26.0	3187.624011201833	41145.0	38272.0	A	Plymouth Precinct 13	3760
28535385	1150833	1523.6745406824148	837.5033651971332	10	2	1	10	23	Plymouth County	25023	N	250233761	41.8625452	-70.5574229	0	G5240	Plymouth Precinct 14	Plymouth Precinct 14	5048.0	533.0	715.0	13.0	702.0	169.0	728.0	130.0	65624.0	62634.0	1334.686825	1296.996423	1427.0	1433.0	1377.8635395347844	1431.982279	1628.7218290957344	1564.750057	74	171	27	46	25	468.0	585.0	13.0	390.0	130.0	364.0	91.0	3829.3969558655053	50947.0	48906.0	A	Plymouth Precinct 14	3761
5247631	684214	1195.8792650918635	657.3273242692238	10	2	1	10	23	Plymouth County	25023	N	250233749	41.9505287	-70.6837765	0	G5240	Plymouth Precinct 2	Plymouth Precinct 2	3962.0	481.0	637.0	39.0	1105.0	39.0	975.0	845.0	51506.0	47385.0	1062.511726	741.2701119	1136.0	819.0	1096.8836585095264	1139.966271	930.8605569498521	894.2988812	124	171	27	46	25	377.0	520.0	26.0	793.0	39.0	611.0	689.0	3005.5607644887345	42263.0	39208.0	A	Plymouth Precinct 2	3749
2453882	14998	1028.0577427821522	565.0825003687472	10	2	1	10	23	Plymouth County	25023	N	250233750	41.9498142	-70.6640914	0	G5240	Plymouth Precinct 3	Plymouth Precinct 3	3406.0	598.0	793.0	26.0	559.0	156.0	1209.0	572.0	44278.0	40365.0	886.6735178	549.390669	948.0	607.0	915.3571378659638	951.3098814	689.9051990940749	662.8075957	124	171	27	46	25	481.0	663.0	13.0	377.0	156.0	780.0	520.0	2583.78090960339	36400.0	33410.0	A	Plymouth Precinct 3	3750
8699042	128976	1165.6955380577429	640.7365286036705	10	2	1	10	23	Plymouth County	25023	N	250233751	41.9384807	-70.6360585	0	G5240	Plymouth Precinct 4	Plymouth Precinct 4	3862.0	728.0	689.0	0.0	533.0	182.0	1144.0	481.0	50206.0	46449.0	1018.552174	754.8464876	1089.0	834.0	1051.5020287335185	1092.802174	947.9092851113176	910.6779816	124	171	27	46	25	507.0	520.0	0.0	364.0	130.0	559.0	364.0	2929.701078358277	40911.0	38467.0	A	Plymouth Precinct 4	3751
70627375	3540257	1559.8950131233596	857.4123199957972	10	2	1	10	23	Plymouth County	25023	N	250233752	41.8968773	-70.6414538	0	G5240	Plymouth Precinct 5	Plymouth Precinct 5	5168.0	572.0	1508.0	65.0	1287.0	130.0	676.0	247.0	67184.0	62699.0	1444.11805	1280.704772	1544.0	1415.0	1490.8348318462465	1549.390777	1608.2633558015996	1545.095137	124	171	27	46	25	455.0	1391.0	39.0	1014.0	91.0	468.0	156.0	3920.4285792220544	55965.0	52351.0	A	Plymouth Precinct 5	3752
7441022	174375	1089.028871391076	598.595907613165	10	2	1	10	23	Plymouth County	25023	N	250233753	41.9197213	-70.5609211	0	G5240	Plymouth Precinct 6	Plymouth Precinct 6	3608.0	273.0	234.0	0.0	533.0	104.0	598.0	117.0	46904.0	45045.0	993.2988142	777.4737803	1062.0	859.0	1025.4317302857487	1065.707905	976.3238319777013	937.9764822	124	171	27	46	25	169.0	169.0	0.0	299.0	78.0	260.0	78.0	2737.0174755869143	35945.0	34892.0	A	Plymouth Precinct 6	3753
6103902	366682	1193.7664041994751	656.1659685726352	10	2	1	10	23	Plymouth County	25023	N	250233754	41.8926818	-70.5498891	0	G5240	Plymouth Precinct 7	Plymouth Precinct 7	3955.0	247.0	468.0	13.0	806.0	130.0	897.0	78.0	51415.0	48776.0	961.4982872	814.5825405	1028.0	900.0	992.6024656806542	1031.589196	1022.9236889593129	982.7460233	74	171	27	46	25	169.0	364.0	13.0	442.0	91.0	416.0	65.0	3000.2505864596023	37895.0	36335.0	A	Plymouth Precinct 7	3754
11039597	2249583	1413.5039370078741	776.9469610178635	10	2	1	10	23	Plymouth County	25023	N	250233755	41.8260666	-70.5786277	0	G5240	Plymouth Precinct 8	Plymouth Precinct 8	4683.0	949.0	780.0	26.0	1248.0	273.0	923.0	364.0	60879.0	56316.0	1176.619499	1006.461983	1258.0	1112.0	1214.682784615255	1262.392227	1263.8790470232668	1214.237309	74	171	9	46	25	676.0	533.0	0.0	702.0	169.0	364.0	286.0	3552.5091014893346	43511.0	40781.0	A	Plymouth Precinct 8	3755
2501246	18333	1034.0944881889764	568.4006595018578	9	8	1	9	23	Plymouth County	25023	N	250233671	42.0678814	-71.004665	0	G5240	Brockton Ward 4 Precinct B	Brockton Ward 4 Precinct B	3426.0	702.0	13754.0	0.0	4394.0	117.0	3003.0	3705.0	44538.0	18863.0	727.791064	356.6075057	844.0	342.0	880.524532930741	915.1091463	321.4392784749161	308.8140162	143	180	8	48	25	494.0	9321.0	0.0	2756.0	91.0	1833.0	2431.0	2598.952846829481	32487.0	15561.0	A	Brockton Ward 4 Precinct B	3671
2319239	2198	991.5354330708661	545.0076376134276	9	8	1	9	23	Plymouth County	25023	N	250233672	42.0560099	-70.9963508	0	G5240	Brockton Ward 4 Precinct C	Brockton Ward 4 Precinct C	3285.0	377.0	12532.0	0.0	4589.0	104.0	2223.0	2665.0	42705.0	20215.0	807.9860509	437.9390421	937.0	420.0	977.5491558277499	1015.944633	394.74999105476263	379.245283	143	180	8	48	25	260.0	8359.0	0.0	2756.0	65.0	1287.0	1547.0	2491.990689385536	30641.0	16367.0	A	Brockton Ward 4 Precinct C	3672
18051020	1407947	1168.713910761155	642.3956081702258	10	2	1	10	23	Plymouth County	25023	N	250233756	41.7923797	-70.6003114	0	G5240	Plymouth Precinct 9	Plymouth Precinct 9	3872.0	221.0	663.0	0.0	819.0	143.0	1079.0	169.0	50336.0	47242.0	812.784058	804.6265317	869.0	889.0	839.0773764252438	872.034058	1010.4212883006323	970.734683	74	171	9	46	25	143.0	481.0	0.0	546.0	65.0	520.0	156.0	2937.2870469713225	36517.0	34606.0	A	Plymouth Precinct 9	3756
38005432	1105747	851.1811023622047	467.8604377686046	10	2	1	10	23	Plymouth County	25023	N	250233762	41.9591	-70.8027525	0	G5240	Plympton Precinct 1	Plympton Precinct 1	2820.0	286.0	299.0	0.0	468.0	26.0	312.0	65.0	36660.0	35204.0	801.0	823.0	787.0	884.0	750.5215508586136	780.0	968.0212467690186	930.0	40	182	38	46	25	221.0	221.0	0.0	260.0	26.0	208.0	52.0	2139.2431488789075	28548.0	27560.0	A	Plympton Precinct 1	3762
86996835	6339694	1579.2125984251968	868.0304292217514	4	2	1	4	23	Plymouth County	25023	N	250233763	41.759846	-70.8384492	0	G5240	Rochester Precinct 1	Rochester Precinct 1	5232.0	429.0	663.0	0.0	520.0	52.0	1131.0	572.0	68016.0	64649.0	1392.0	1374.0	1467.0	1555.0	1314.374921119059	1366.0	1773.664736015492	1704.0	110	77	38	20	25	364.0	416.0	0.0	351.0	39.0	442.0	468.0	3968.9787783455477	50921.0	48841.0	A	Rochester Precinct 1	3763
6754689	106814	859.3307086614174	472.33995259830397	10	3	1	10	23	Plymouth County	25023	N	250233764	42.1481178	-70.9011412	0	G5240	Rockland Precinct 1	Rockland Precinct 1	2847.0	286.0	754.0	13.0	832.0	104.0	221.0	312.0	37011.0	34489.0	806.9939787	595.7060719	760.0	658.0	778.5276162362387	809.1060676	687.6168948138089	660.6091698	35	175	8	44	25	221.0	572.0	13.0	494.0	52.0	117.0	195.0	2159.725264134131	29380.0	27716.0	A	Rockland Precinct 1	3764
3583473	38433	1019.6062992125984	560.4370775823922	9	8	1	9	23	Plymouth County	25023	N	250233673	42.0484621	-71.0094698	0	G5240	Brockton Ward 4 Precinct D	Brockton Ward 4 Precinct D	3378.0	754.0	10127.0	13.0	4329.0	130.0	1976.0	2587.0	43914.0	23998.0	823.5076613	426.46921	955.0	409.0	996.3281152781647	1035.461179	384.41130086985294	369.3126685	143	179	8	48	25	624.0	7891.0	13.0	2925.0	130.0	1144.0	1898.0	2562.5401974868614	35152.0	20527.0	A	Brockton Ward 4 Precinct D	3673
1810125	231	1066.0892388451443	585.9869029073444	9	8	1	9	23	Plymouth County	25023	N	250233674	42.0849719	-71.0129479	0	G5240	Brockton Ward 5 Precinct A	Brockton Ward 5 Precinct A	3532.0	598.0	15730.0	65.0	7683.0	234.0	3653.0	5512.0	45916.0	12441.0	725.2041289	157.4495128	841.0	151.0	877.3947064198189	911.8563887	141.92202060588946	136.3477089	112	179	8	48	25	416.0	10790.0	52.0	4836.0	169.0	2236.0	3913.0	2679.3641141277662	32799.0	10387.0	A	Brockton Ward 5 Precinct A	3674
6274374	6982	908.2283464566929	499.2170415765004	10	3	1	10	23	Plymouth County	25023	N	250233765	42.1447485	-70.9273945	0	G5240	Rockland Precinct 2	Rockland Precinct 2	3009.0	598.0	546.0	0.0	351.0	26.0	533.0	286.0	39117.0	36777.0	926.9812413	712.4934325	873.0	787.0	894.282380235842	929.4073645	822.4232464592259	790.1206939	35	175	8	44	25	442.0	468.0	0.0	234.0	13.0	416.0	247.0	2282.6179556654724	32318.0	30498.0	A	Rockland Precinct 2	3765
1357876	0	816.4698162729659	448.7810227532182	10	3	1	10	23	Plymouth County	25023	N	250233766	42.130834	-70.9175904	0	G5240	Rockland Precinct 3	Rockland Precinct 3	2705.0	494.0	676.0	0.0	702.0	117.0	962.0	1677.0	35165.0	30537.0	620.1111626	439.9895911	584.0	486.0	598.2370104135442	621.7341362	507.8750924464391	487.9271375	35	175	8	44	25	351.0	585.0	0.0	416.0	91.0	390.0	1287.0	2052.004509828881	27235.0	24115.0	A	Rockland Precinct 3	3766
2154561	103814	906.4173228346457	498.2215938365672	10	3	1	10	23	Plymouth County	25023	N	250233767	42.1211357	-70.9193055	0	G5240	Rockland Precinct 4	Rockland Precinct 4	3003.0	260.0	1573.0	0.0	689.0	0.0	728.0	884.0	39039.0	34905.0	684.8830477	532.3330855	645.0	588.0	660.7240953457263	686.6755442	614.4661612764708	590.3315985	35	175	8	44	25	221.0	1066.0	0.0	364.0	0.0	429.0	624.0	2278.066374497645	30121.0	27417.0	A	Rockland Precinct 4	3767
2162953	0	1003.9107611548557	551.8098638363045	9	3	1	9	23	Plymouth County	25023	N	250233675	42.0912899	-70.9990505	0	G5240	Brockton Ward 5 Precinct B	Brockton Ward 5 Precinct B	3326.0	897.0	11063.0	0.0	4030.0	78.0	1846.0	2782.0	43238.0	22542.0	820.0584145	410.82853	951.0	394.0	992.1550124296894	1031.124168	370.31308689617657	355.7681941	112	180	8	48	25	767.0	7657.0	0.0	2548.0	78.0	1196.0	1872.0	2523.0931606990234	32929.0	18811.0	A	Brockton Ward 5 Precinct B	3675
1860277	5567	980.3674540682415	538.8690432171729	9	8	1	9	23	Plymouth County	25023	N	250233676	42.0772723	-70.9963753	0	G5240	Brockton Ward 5 Precinct C	Brockton Ward 5 Precinct C	3248.0	598.0	12649.0	0.0	6097.0	65.0	2470.0	4394.0	42224.0	15951.0	732.9649341	257.5498652	850.0	247.0	886.7841860488055	921.6146616	232.15058997496547	223.032345	150	180	8	48	25	390.0	8710.0	0.0	3809.0	52.0	1287.0	2730.0	2463.9226055172667	29991.0	13013.0	A	Brockton Ward 5 Precinct C	3676
3001038	4980	1037.4146981627296	570.2256470250687	9	3	1	9	23	Plymouth County	25023	N	250233677	42.0850171	-70.9839654	0	G5240	Brockton Ward 5 Precinct D	Brockton Ward 5 Precinct D	3437.0	728.0	10374.0	0.0	2769.0	117.0	1729.0	2093.0	44681.0	26871.0	774.3558951	494.2454904	898.0	474.0	936.86141060844	973.6587836	445.5035613183624	428.0053908	150	180	8	48	25	481.0	7124.0	0.0	1989.0	104.0	1131.0	1365.0	2607.2974123038316	34632.0	22438.0	A	Brockton Ward 5 Precinct D	3677
4265338	0	906.1154855643044	498.05568587991166	10	3	1	10	23	Plymouth County	25023	N	250233768	42.1176487	-70.9004556	0	G5240	Rockland Precinct 5	Rockland Precinct 5	3002.0	325.0	728.0	39.0	858.0	39.0	559.0	442.0	39026.0	36036.0	764.5206114	693.4815366	720.0	766.0	737.5524785142734	766.5215377	800.478026491704	769.0374226	35	175	8	44	25	221.0	429.0	26.0	429.0	39.0	312.0	312.0	2277.3077776363407	29315.0	27547.0	A	Rockland Precinct 5	3768
5933058	0	882.2703412073491	484.9489573041245	10	3	1	10	23	Plymouth County	25023	N	250233769	42.1015819	-70.9049204	0	G5240	Rockland Precinct 6	Rockland Precinct 6	2923.0	533.0	1326.0	13.0	1092.0	0.0	949.0	403.0	37999.0	33683.0	781.5099583	678.9962825	736.0	750.0	753.9425336415478	783.5553497	783.7578587933131	752.9739777	35	175	8	44	25	351.0	910.0	13.0	559.0	0.0	455.0	273.0	2217.3786255932787	27534.0	24973.0	A	Rockland Precinct 6	3769
11805745	40784	969.1994750656168	532.7304488209181	10	3	1	10	23	Plymouth County	25023	N	250233770	42.2110261	-70.793379	0	G5240	Scituate Precinct 1	Scituate Precinct 1	3211.0	286.0	182.0	39.0	481.0	13.0	728.0	78.0	41743.0	39936.0	1013.382051	901.8258153	1045.0	910.0	959.4422101986905	997.1264957	1053.7431806290765	1012.355009	100	174	34	49	25	221.0	117.0	39.0	247.0	13.0	260.0	52.0	2435.854521648997	30108.0	29159.0	A	Scituate Precinct 1	3770
1794221	6015	1029.5669291338584	565.9120401520249	9	3	1	9	23	Plymouth County	25023	N	250233678	42.1002397	-71.0098503	0	G5240	Brockton Ward 6 Precinct A	Brockton Ward 6 Precinct A	3411.0	936.0	13299.0	0.0	5031.0	104.0	2652.0	4264.0	44343.0	18057.0	619.1397914	277.3613933	718.0	266.0	749.0718183173693	778.4933259	250.00832763332025	240.1886792	112	180	8	48	25	741.0	8762.0	0.0	3380.0	78.0	1586.0	2873.0	2587.5738939099124	32435.0	15015.0	A	Brockton Ward 6 Precinct A	3678
3433760	16886	892.2309711286089	490.42391987375714	9	3	1	9	23	Plymouth County	25023	N	250233679	42.1063327	-70.9862738	0	G5240	Brockton Ward 6 Precinct B	Brockton Ward 6 Precinct B	2956.0	1131.0	7722.0	13.0	2145.0	143.0	1326.0	806.0	38428.0	25142.0	701.0594017	519.2705785	813.0	498.0	848.1829920612919	881.4973175	468.06070373869767	449.6765499	150	180	8	48	25	832.0	5083.0	0.0	1365.0	65.0	728.0	559.0	2242.41232201633	29497.0	20865.0	A	Brockton Ward 6 Precinct B	3679
